id,category,prompt,option_a,option_b,option_c,option_d,option_e,correct_index,explanation,difficulty
q-12-10-1,m12-pruefungsaufgaben-zp,Typische schriftliche ZP-Frage?,Keine gebundenen Aufgaben.,Nur muendlich.,"SHU, Technik oder Berufsbild als Single-Choice.",Nur Freitext ohne Bewertung.,Nur Zeichnen ohne Thema.,2,Schriftliche ZP nutzt u. a. PAL-aehnliche Formate.,2
q-12-10-2,m12-pruefungsaufgaben-zp,Bestehensgrenze ZP - was beachten?,Nur Anwesenheit zaehlt.,Vorgaben der Pruefungsordnung und IHK-Regeln.,Immer 100 Prozent noetig.,Keine Regeln.,Beliebig bestehen.,1,Bestehensregeln sind in Pruefungsordnung festgelegt.,2
q-13-01-1,m13-werkstoffeigenschaften-vertiefen,Was beschreibt die Streckgrenze?,Drehzahl.,Spannung ab der bleibende Verformung beginnt.,Farbe des Werkstoffs.,Preis pro Meter.,Oberflaechenfarbe.,1,Streckgrenze ist wichtige Kenngroesse fuer Metalle.,2
q-13-01-2,m13-werkstoffeigenschaften-vertiefen,Warum Werkstoffeigenschaften vertiefen?,Fuer richtige Verfahrens- und Werkzeugwahl in Produktion.,Nur fuer Pruefungsdeko.,Eigenschaften egal.,Nur Theorie ohne Praxis.,Ersetzt Messen.,0,Eigenschaften bestimmen Bearbeitbarkeit und Qualitaet.,2
q-13-02-1,m13-haerte-und-festigkeit,Was erhoeht Haerteverfahren bei Stahl?,Oberflaechenhaerte und Verschleissfestigkeit.,Gewicht halbiert.,Magnetismus verschwindet immer.,Werkstoff wird weicher immer.,Farbe allein.,0,Haerten passt Einsatzeigenschaften an.,2
q-13-02-2,m13-haerte-und-festigkeit,Was misst man mit HRC-Pruefung?,Laenge in mm.,Druck in bar.,Temperatur.,Rauheit Ra.,Rockwell-Haerte C-Skala.,4,HRC ist gaengige Haerteskala fuer gehaertete Staehle.,2
q-13-03-1,m13-kunststoffverhalten,Was passiert bei zu hoher Schnecktemperatur beim Spritzguss?,Immer bessere Teile.,Kein Einfluss.,Maschine wird schneller.,Farbe aendert sich nur.,Materialabbau oder Qualitaetsfehler am Teil.,4,Kunststoffverhalten haengt von Temperatur und Druck ab.,2
q-13-03-2,m13-kunststoffverhalten,Was ist Schwindmass beim Kunststoff?,Farbeffekt.,Magnetismus.,Drehzahl.,Massabnahme nach Abkuehlung des Teils.,Gewichtszunahme.,3,Schwindung muss in Werkzeug und Zeichnung beruecksichtigt werden.,2
q-13-04-1,m13-temperaturverhalten,Warum Temperatur bei Metallbearbeitung beachten?,Nur fuer Winter.,Nur fuer Buero.,Ersetzt Toleranz.,"Waerme beeinflusst Mass, Spannung und Werkzeugstandzeit.",Temperatur egal.,3,Thermische Einfluesse koennen Praezision und Qualitaet stoeren.,2
q-13-04-2,m13-temperaturverhalten,Was ist Warmrissgefahr?,Nur Optik.,Nur bei Kunststoff.,Risse durch Spannungen beim Abkuehlen heisser Bauteile.,Risse nur bei Kaelte.,Kein metallisches Thema.,2,Abkuehlregeln verhindern Rissbildung.,2
q-13-05-1,m13-werkstoffauswahl-produktbezogen,Produktbezogene Werkstoffauswahl?,Zeichnung ignorieren.,Nur Farbe.,"Material nach Anforderung an Festigkeit, Korrosion, Gewicht.",Immer gleicher Werkstoff.,Nur guenstigster Preis.,2,Bauteilanforderungen steuern Werkstoffwahl.,2
q-13-05-2,m13-werkstoffauswahl-produktbezogen,Wann Aluminium statt Stahl?,Weil Alu immer haerter ist.,Leichtbau und Korrosionsbestaendigkeit gefordert.,Immer bei jeder Last.,Nie in Technik.,Nur wegen Farbe.,1,Anforderungsprofil entscheidet ueber Werkstoff.,2
q-13-06-1,m13-ne-metalle-anwendung,Typische Anwendung Kupfer?,Nur Farbstoff.,Elektrische Leiter wegen guter Leitfaehigkeit.,Nur Fensterrahmen.,Nur Daemmung.,Nur Schmierstoff.,1,NE-Metalle haben spezifische Einsatzfelder.,2
q-13-06-2,m13-ne-metalle-anwendung,Warum Messing in Armaturen?,Gute Bearbeitbarkeit und Korrosionsverhalten.,Weil es glaenzt nur.,Weil es Glas ist.,Weil es magnetisch ist.,Weil es hart wie Diamant ist.,0,Legierungen werden nach Eigenschaften ausgewaehlt.,2
q-13-07-1,m13-werkstoffpruefung-vertiefen,Was prueft eine Zugprobe vertiefend?,"Festigkeit, Streckgrenze, Bruchdehnung.",Nur Farbe.,Nur Gewicht.,Nur Oberflaechenlack.,Nur Pneumatik.,0,Mechanische Kennwerte stuetzen Materialfreigabe.,2
q-13-07-2,m13-werkstoffpruefung-vertiefen,Warum zerstoerende Pruefung?,Weil Teile immer i.O. bleiben.,Nur fuer Papier.,Ersetzt Sichtpruefung immer.,Nur bei Holz.,Materialkennwerte am Probestueck direkt bestimmen.,4,Zug- und Haertepruefungen liefern belastbare Werte.,2
q-13-08-1,m13-fehler-durch-werkstoff,Fehler durch falschen Werkstoff?,Immer bessere Qualitaet.,Kein Einfluss.,Nur Optik.,Automatisch i.O.,"Bruch, Verschleiss, falsche Bearbeitbarkeit.",4,Werkstofffehler verursachen teure Nacharbeit.,2
q-13-08-2,m13-fehler-durch-werkstoff,Wie vermeidest du Werkstoffverwechslung?,Material mischen.,Zeichnung ignorieren.,Ohne Dokumentation nehmen.,"Kennzeichnung pruefen, Materialbegleitschein lesen.",Nach Farbe raten.,3,Rueckverfolgbarkeit sichert richtiges Material.,2
q-13-09-1,m13-bibb-kompetenzen,Was beschreibt BIBB-Kompetenz im Beruf?,Nur Gehalt.,Nur Urlaub.,Nur Koerpergroesse.,"Fachliche, methodische und soziale Handlungsfaehigkeit.",Nur Hobbys.,3,Kompetenzprofile strukturieren Ausbildungsinhalte.,2
q-13-09-2,m13-bibb-kompetenzen,Warum Kompetenzraster fuer MAF?,Nur fuer Schule.,Ersetzt Berichtsheft.,Lernfortschritt und Pruefungsanforderungen abbilden.,Nur Dekoration.,Ohne Bezug zur Ausbildung.,2,"Kompetenzen verbinden Betrieb, Schule und Pruefung.",2
q-13-10-1,m13-pruefungsaufgaben-werkstoff-ii,Pruefungsfrage Werkstoff II?,Immer Kunststoff.,"Eigenschaft, Verfahren und Anwendung zuordnen.",Nur Farbe.,Alles gleich.,Kein Bezug zur Zeichnung.,1,Vertiefungsfragen sind anwendungsorientiert.,2
q-13-10-2,m13-pruefungsaufgaben-werkstoff-ii,PAL Werkstoff: Schwindung Kunststoff?,Massabnahme nach Erkalten beruecksichtigen.,Keine Schwindung.,Mass waechst immer.,Nur bei Metall.,Ignorieren in Zeichnung.,0,Schwindung ist klassisches Pruefungsthema Kunststoff.,2
q-14-01-1,m14-produktionsplanung,Was ist Produktionsplanung?,"Termin-, kapazitaets- und materialbezogene Steuerung der Fertigung.",Nur Kantinenplan.,Nur Design.,Nur Urlaub.,Keine Planung noetig.,0,Planung koordiniert Auftraege und Ressourcen.,2
q-14-01-2,m14-produktionsplanung,Warum Produktionsplanung fuer MAF wichtig?,Nur Chef-Thema.,Azubi irrelevant.,Planung stoert.,Maschine plant selbst immer.,Du erkennst Prioritaeten und bereitest Arbeitsplaetze vor.,4,MAF arbeiten im geplanten Ablauf mit.,2
q-14-02-1,m14-maschinenbelegung,Was ist Maschinenbelegung?,Maschine abschalten.,Nur eine Maschine fuer alles.,Belegung egal.,Nur Deko.,Zuordnung von Auftraegen zu verfuegbaren Maschinen.,4,Sinnvolle Belegung vermeidet Engpaesse.,2
q-14-02-2,m14-maschinenbelegung,Was bei Maschinenengpass?,Maschine ueberlasten.,Qualitaet ignorieren.,Auftrag verstecken.,"Prioritaeten abstimmen, Umruesten planen, informieren.",Schweigen.,3,Abstimmung sichert Termine und Qualitaet.,2
q-14-03-1,m14-auftragsabstimmung,Was gehoert zur Auftragsabstimmung?,Nichts.,Nur Pause.,Nur Wetter.,"Termin, Menge, Qualitaet und Schnittstellen klaeren.",Nur small talk.,3,Abstimmung verhindert Missverstaendnisse.,2
q-14-03-2,m14-auftragsabstimmung,Wen informierst du bei Terminrisiko?,Nur nach Schichtende.,Kunden direkt ohne Absprache.,"Vorgesetzten, Planung, ggf. nachgelagerte Bereiche.",Niemanden.,Nur Freunde.,2,Fruehe Information ermoeglicht Gegensteuerung.,2
q-14-04-1,m14-uebergabeprotokoll,Was gehoert ins Uebergabeprotokoll?,Private Daten.,Nur Fotos ohne Text.,"Stand, offene Punkte, Messwerte, Stoerungen.",Nur Witze.,Nichts.,2,Protokolle sichern Informationsfluss.,2
q-14-04-2,m14-uebergabeprotokoll,Warum schriftliche Uebergabe?,Nur bei Urlaub.,Nachvollziehbarkeit und weniger Fehler.,Papier sparen durch Weglassen.,Muendlich reicht immer.,Protokoll verboten.,1,Dokumentierte Uebergabe ist Qualitaetsinstrument.,2
q-14-05-1,m14-dokumentation-produktion,Was dokumentierst du in der Produktion?,Nur Geruechte.,"Parameter, Pruefergebnisse, Stoerungen, Mengen.",Nichts.,Nur Hobbys.,Nur Wetter.,1,Produktionsdokumentation stuetzt QS und Rueckverfolgung.,2
q-14-05-2,m14-dokumentation-produktion,Warum Rueckverfolgbarkeit?,Bei Fehlern Charge oder Auftrag identifizieren.,Rueckverfolgung optional.,Nur Marketing.,Nur fuer Export.,Unnoetig bei Kleinserien immer.,0,Rueckverfolgbarkeit begrenzt Schadensausmass.,2
q-14-06-1,m14-terminplanung,Was ist Terminplanung?,Zeitliche Abfolge von Auftraegen und Ressourcen.,Nur Pausenplan.,Keine Zeiten noetig.,Nur Wochenende.,Beliebig.,0,Termine verbinden Kundenwunsch und Kapazitaet.,2
q-14-06-2,m14-terminplanung,Puffer in Terminplanung - warum?,Puffer verschwenden Zeit immer.,Nie Puffer einplanen.,Puffer nur fuer Pause.,Termine egal.,Unvorhergesehenes wie Ruesten oder Stoerungen abfangen.,4,Realistische Puffer erhoehen Termintreue.,2
q-14-07-1,m14-schnittstellen-planung,Schnittstelle Planung zu Fertigung?,Muendliche Geruechte.,Keine Vorgaben.,Zeichnung optional.,Material egal.,Freigegebene Auftraege mit klaren Vorgaben.,4,Klare Vorgaben ermoeglichen sichere Fertigung.,2
q-14-07-2,m14-schnittstellen-planung,Was tust du bei widerspruechlichen Vorgaben?,Schweigen.,Zeichnung ignorieren.,Selbst freigeben.,Rueckfrage bei Planung oder Vorgesetztem.,Beliebig waehlen.,3,Unklarheiten muessen vor Bearbeitung geklaert werden.,2
q-14-08-1,m14-produktionsdaten-auswerten,Was sind Produktionsdaten auswerten?,Nur anschauen ohne Bedeutung.,Nur Farben zaehlen.,Daten geheim halten immer.,"Kennzahlen wie Ausschuss, Laufzeit, OEE betrachten.",Daten loeschen.,3,Auswertung unterstuetzt Verbesserung.,2
q-14-08-2,m14-produktionsdaten-auswerten,Hoher Ausschuss - erste Frage?,Maschine schneller laufen.,Toleranz erweitern heimlich.,Welcher Prozess- oder Materialfehler liegt vor?,Wer ist schuld suche ohne Analyse.,Ignorieren.,2,Systematische Analyse statt Schuldzuweisung.,2
q-14-09-1,m14-teamkommunikation,Gute Teamkommunikation im Betrieb?,Nur per Geruecht.,Schweigen bei Stoerung.,"Sachlich, zeitnah, dokumentiert bei Abweichungen.",Nur laut werden.,Informationen verstecken.,2,Kommunikation sichert Qualitaet und Sicherheit.,2
q-14-09-2,m14-teamkommunikation,Was gehoert zur Kommunikation bei Umruestung?,Werkzeug verstecken.,"Status, offene Arbeiten, benoetigte Teile melden.",Heimlich umruesten.,Nichts sagen.,Maschine laufen lassen.,1,Team muss Betriebszustand kennen.,2
q-14-10-1,m14-pruefungsaufgaben-planung-ii,Pruefungsfrage Planung II?,"Arbeitsfolge, Termine und Schnittstellen logisch ordnen.",Alles parallel ohne Plan.,Sicherheit ignorieren.,Dokumentation weglassen.,Material egal.,0,Planungsaufgaben testen wirtschaftliches Denken.,2
q-14-10-2,m14-pruefungsaufgaben-planung-ii,PAL Planung: Terminverzug vermeiden?,Schweigen.,Qualitaet opfern.,Sicherheit ignorieren.,Planung abschaffen.,"Frueh kommunizieren, Prioritaeten abstimmen, Puffer nutzen.",4,Proaktive Planung reduziert Verzug.,2
q-15-01-1,m15-fuegen-und-trennen,Was ist Fuegen?,Nur Trennen.,Nur Messen.,Nur Lackieren.,Nur Transport.,"Verbinden von Bauteilen z. B. durch Schrauben, Kleben, Schweissen.",4,Fuegen ist wichtige Fertigungsgruppe.,2
q-15-01-2,m15-fuegen-und-trennen,Was ist Trennen?,Nur biegen.,Nur messen.,Nur lagern.,"Zerteilen von Material z. B. saegen, schneiden, stanzen.",Nur kleben.,3,Trennen bereitet Werkstuecke fuer weitere Schritte vor.,2
q-15-02-1,m15-umformen,Was ist Umformen?,Nur schmelzen.,Nur messen.,Nur entgraten.,"Form aendern durch Biegen, Pressen, Tiefziehen.",Nur spanend.,3,Umformen nutzt Plastizitaet des Werkstoffs.,2
q-15-02-2,m15-umformen,Beispiel Umformen in Blech?,Reiben.,Haertepruefung.,Abkanten an der Kantbank.,Drehen auf Drehbank.,Spritzguss.,2,Blechbearbeitung nutzt viele Umformverfahren.,2
q-15-03-1,m15-spanen-vertiefen,Was vertieft sich beim Spanen?,Nur manuell.,Kein Kuehlmittel je.,"Parameter, Werkzeuge, Prozesssicherheit.",Nur Theorie ohne Maschine.,Spanen entfaellt.,2,Spanende Verfahren sind Kernkompetenz MAF.,2
q-15-03-2,m15-spanen-vertiefen,Wann Feinbearbeitung nach Grobbearbeitung?,Nur ohne Messung.,Wenn enge Toleranzen oder Oberflaeche gefordert sind.,Nie noetig.,Immer vor Grobbearbeitung.,Nur bei Holz.,1,Bearbeitungsstufen folgen Qualitaetsanforderung.,2
q-15-04-1,m15-kunststoffbearbeitung,Kunststoffbearbeitung - was beachten?,Kein Messen.,"Temperatur, Schwindung, Werkzeuggeometrie.",Wie Metall ohne Unterschied.,Keine Parameter.,Nur Farbe.,1,Kunststoffe haben eigene Prozessregeln.,2
q-15-04-2,m15-kunststoffbearbeitung,Typisches Verfahren fuer Kunststoffplatten?,"Saegen, fraesen, bohren mit passenden Parametern.",Schweissen Stahl.,Haerten.,Galvanisieren immer.,Giessen von Metall.,0,Parameter muessen zum Werkstoff passen.,2
q-15-05-1,m15-verfahrensauswahl,Verfahrensauswahl nach Zeichnung?,"Verfahren passend zu Werkstoff, Toleranz, Stueckzahl.",Immer gleiches Verfahren.,Nur guenstigster Preis.,Zeichnung ignorieren.,Nur schnellste Variante unsicher.,0,Technische Anforderungen steuern Verfahren.,2
q-15-05-2,m15-verfahrensauswahl,Kleinstserie vs. Massenfertigung?,Kein Unterschied.,Immer manuell.,Immer ohne Plan.,Qualitaet egal.,"Andere Maschinen, Ruestzeit und Automatisierung.",4,Stueckzahl beeinflusst Wirtschaftlichkeit.,2
q-15-06-1,m15-werkzeugwahl-verfahren,Werkzeugwahl nach Verfahren?,Ein Werkzeug fuer alles.,Nur groesstes Werkzeug.,Stumpf bevorzugen.,Ohne Zeichnung.,Schneidstoff und Geometrie passend zu Werkstoff und Aufgabe.,4,Falsches Werkzeug verursacht Ausschuss.,2
q-15-06-2,m15-werkzeugwahl-verfahren,Schneidstoff fuer Aluminium?,Holzwerkzeug.,Kein Span.,Keine Kuehlung je.,"Polierte Spalte, hohe Schnittgeschwindigkeit, passende Geometrie.",Wie Gusseisen ohne Anpassung.,3,Aluminium klebt gern - spezielle Geometrie noetig.,2
q-15-07-1,m15-prozessoptimierung,Was ist Prozessoptimierung?,Qualitaet senken.,Dokumentation stoppen.,Sicherheit reduzieren.,"Parameter verbessern fuer Qualitaet, Zeit oder Kosten.",Maschine ohne Messung schneller.,3,Optimierung basiert auf Daten und Versuch.,2
q-15-07-2,m15-prozessoptimierung,Woran erkennst du Optimierungsbedarf?,Nur Farbe.,Keine Indikatoren.,"Ausschuss, Nacharbeit, lange Ruestzeit, Stoerungen.",Alles perfekt immer.,Nur Laerm.,2,Kennzahlen zeigen Verbesserungspotenzial.,2
q-15-08-1,m15-bze-fertigung,BZE Fertigung vertieft?,Kein Messen.,Keine Maschinen.,Praxis an Maschinen mit Pruefungsbezug.,Nur Theorie.,Nur Sport.,2,BZE ergaenzt betriebliche Vertiefung.,2
q-15-08-2,m15-bze-fertigung,Warum Verfahren in BZE ueben?,Nur Zuschauen.,Sichere Ausfuehrung vor Pruefung und im Betrieb.,Nur Zeit fuellen.,Ersetzt Betrieb.,Ohne Bezug.,1,Praxis unter Anleitung reduziert Fehler.,2
q-15-09-1,m15-qualitaet-verfahren,Qualitaet im Verfahren sichern?,Protokoll weglassen.,"Erstteil pruefen, Parameter dokumentieren, regelmaessig messen.",Nur am Ende schauen.,Nie messen.,Toleranz erweitern.,1,Prozessbegleitende Pruefung verhindert Serienfehler.,2
q-15-09-2,m15-qualitaet-verfahren,Oberflaeche n.i.O. nach Fraesen?,"Parameter, Werkzeug, Nachbearbeitung pruefen.",Ignorieren.,Serie weiter.,Zeichnung aendern heimlich.,Maschine abschalten ohne Meldung.,0,Oberflaeche ist oft Qualitaetsmerkmal.,2
q-15-10-1,m15-pruefungsaufgaben-fertigung-ii,Pruefungsfrage Fertigung II?,Alles gleich.,Nur Farbe.,Sicherheit egal.,Zeichnung ignorieren.,"Verfahren, Werkzeug und Folge zuordnen.",4,Anwendungsfragen dominieren in Pruefungen.,2
q-15-10-2,m15-pruefungsaufgaben-fertigung-ii,PAL Fertigung: sicherste Bearbeitungsfolge?,Ohne Plan.,Ohne Pruefung.,Schutz ignorieren.,"Lesen, planen, einspannen, bearbeiten, pruefen, dokumentieren.",Sofort spanen.,3,Strukturiertes Vorgehen ist pruefungsrelevant.,2
q-16-01-1,m16-mass--und-formtoleranz,Was ist Mass-toleranz?,Nur Gewicht.,Nur Druck.,Nur Drehzahl.,Zulaessige Abweichung eines linearen Masses.,Nur Farbe.,3,Mass-toleranzen begrenzen zulaessige Abweichung.,2
q-16-01-2,m16-mass--und-formtoleranz,Was ist Form-toleranz?,Nur Gewicht.,Nur Preis.,Zulaessige Abweichung der Form von Idealgeometrie.,Nur Laenge.,Nur Farbe.,2,Formabweichungen wie Rundheit werden begrenzt.,2
q-16-02-1,m16-lagetoleranz,Was ist Lagetoleranz?,Nur Haerte.,Nur Temperatur.,Zulaessige Abweichung der Lage zu Bezuegen.,Nur Oberflaechenfarbe.,Nur Gewicht.,2,Lage bezieht sich auf Position z. B. von Bohrungen.,2
q-16-02-2,m16-lagetoleranz,Bezug fuer Lagetoleranz oft?,Nur Farbe.,Bezugsachse oder Bezugsflaeche.,Kantine.,Wetter.,Beliebige Kante ohne Bezug.,1,Bezuege definieren Messgrundlage.,2
q-16-03-1,m16-oberflaechenanforderungen,Was beschreibt Oberflaechenanforderung Ra?,Spannung in bar.,Geforderte Rauheit der Oberflaeche.,Haerte HRC.,Dichte.,Preis.,1,Ra ist gaengiges Oberflaechenkennzeichen.,2
q-16-03-2,m16-oberflaechenanforderungen,Feinere Oberflaeche bedeutet?,"Kleinerer Ra-Wert, glattere Oberflaeche.",Groesserer Ra.,Keine Messung.,Nur Farbe.,Immer gleich.,0,Kleinere Ra-Werte sind feinere Oberflaechen.,2
q-16-04-1,m16-pruefplan-erstellen,Was enthaelt ein Pruefplan?,"Merkmale, Messmittel, Haeufigkeit, Dokumentation.",Nur Witze.,Nur Urlaub.,Keine Merkmale.,Nur Werbung.,0,Pruefplaene steuern systematische QS.,2
q-16-04-2,m16-pruefplan-erstellen,Warum Pruefplan vor Serienstart?,Plan optional.,Nur fuer Export.,Erst nach Reklamation.,Nie dokumentieren.,Einheitliche Pruefung und Nachweis.,4,Plan verhindert vergessene Pruefschritte.,2
q-16-05-1,m16-abweichungen-dokumentieren,Abweichung dokumentieren - was angeben?,Nur Datum.,Nichts.,Nur Unterschrift.,Nur Farbe.,"Soll, Ist, Merkmal, Massnahme.",4,Vollstaendige Dokumentation fuer QS und Nacharbeit.,2
q-16-05-2,m16-abweichungen-dokumentieren,n.i.O.-Teil ohne Dokumentation?,Immer erlaubt.,QS egal.,Kunde braucht nichts.,"Unzulaessig, Rueckverfolgung und Freigabe gefaehrdet.",Kein Problem.,3,Dokumentation ist Pflicht bei Abweichungen.,2
q-16-06-1,m16-qualitaetsmerkmale,Was ist ein Qualitaetsmerkmal?,Nur Pausenzeit.,Nur Lohn.,Nur Wetter.,Eigenschaft die den Kundenanforderungen entspricht.,Nur Farbe des Hallenbodens.,3,Merkmale sind mess- oder pruefbar.,2
q-16-06-2,m16-qualitaetsmerkmale,Kritisches Merkmal bedeutet?,Darf n.i.O. sein.,Nicht pruefen.,Direkter Einfluss auf Funktion oder Sicherheit.,Unwichtig.,Nur Optik.,2,Kritische Merkmale brauchen besondere Aufmerksamkeit.,2
q-16-07-1,m16-bk-fertigungsprueftechnik,BK Fertigungsprueftechnik vermittelt?,Kein Messen.,Nur Theorie ohne Praxis.,"Messtechnik, Toleranzen, Pruefplanung.",Nur Sport.,Nur Sprache.,2,Berufskolleg vertieft Prueftechnik.,2
q-16-07-2,m16-bk-fertigungsprueftechnik,Warum Fertigungsprueftechnik fuer MAF?,Nur fuer Meister.,Qualitaet sichern und pruefungsrelevante Messverfahren beherrschen.,Nur Nebenfach.,Ersetzt Fertigung.,Ohne Maschinenbezug.,1,Prueftechnik ist Kern der Qualitaetssicherung.,2
q-16-08-1,m16-messmittel-toleranz,Messmittel fuer Lagetoleranz?,Waage allein.,"Koordinatenmessgeraet, Lehren, passende Fixierungen.",Thermometer.,Barometer.,Nur Lineal fuer alles.,1,Lage erfordert oft praezise Messysteme.,2
q-16-08-2,m16-messmittel-toleranz,Warum kalibrierte Messmittel?,Nachweisbare Messgenauigkeit.,Kalibrierung optional.,Defekt ist egal.,Schaetzen reicht.,Nur neue Geraete ohne Pruefung.,0,Kalibrierung sichert gueltige Messwerte.,2
q-16-09-1,m16-freigabe-werkstueck,Wann Werkstueck freigeben?,Wenn alle relevanten Merkmale i.O. und dokumentiert.,Immer sofort.,Ohne Messung.,Bei n.i.O. ohne Freigabe.,Nur wenn Chef wegschaut.,0,Freigabe ist Qualitaetsentscheidung.,2
q-16-09-2,m16-freigabe-werkstueck,Wer darf n.i.O.-Teil freigeben?,Jeder Azubi allein.,Ohne Dokumentation.,Immer Kunde.,Niemand je.,Nur befugte Stelle gemaess QS-Prozess.,4,Freigaberegeln verhindern Fehlteile im Umlauf.,2
q-16-10-1,m16-pruefungsaufgaben-qualitaet,Pruefungsfrage Toleranzen?,Nur schaetzen.,Immer i.O.,Zeichnung nicht lesen.,Soll-Ist vergleichen und i.O./n.i.O. bewerten.,Toleranz ignorieren.,3,Toleranzaufgaben sind Standard in Pruefungen.,2
q-16-10-2,m16-pruefungsaufgaben-qualitaet,PAL Qualitaet: Pruefplan lesen?,Nur Sichtpruefung immer.,Dokumentation weglassen.,"Merkmal, Mittel und Haeufigkeit richtig zuordnen.",Plan ignorieren.,Alles messen ohne Plan.,2,Pruefplaene strukturieren QS-Aufgaben.,2
q-17-01-1,m17-sensor-und-aktor,Was ist ein Sensor in der Anlage?,Nur Span.,Nur Zeichnung.,Erfasst physikalische Groessen und liefert Signale.,Nur Motor.,Nur Werkzeug.,2,Sensoren liefern Eingangsgroessen fuer Steuerung.,2
q-17-01-2,m17-sensor-und-aktor,Beispiel Sensor an Maschine?,Berichtsheft.,"Endschalter, Drucksensor, Temperaturfuehler.",Hammer.,Schraubendreher.,Feile.,1,Sensoren melden Zustand an Steuerung.,2
q-17-02-1,m17-steuerung-grundlagen,Was ist ein Aktor?,Nur malt.,Setzt Steuersignale in mechanische Bewegung um.,Nur misst.,Nur dokumentiert.,Nur archiviert.,1,"Motoren, Zylinder und Ventile sind Aktoren.",2
q-17-02-2,m17-steuerung-grundlagen,Beispiel Aktor?,"Elektromotor, pneumatischer Zylinder.",Thermometer.,Messschieber.,Tabellenbuch.,Lineal.,0,Aktoren fuehren Bewegungen aus.,2
q-17-03-1,m17-regelkreis,Was ist eine Steuerung?,Schaltet Signale nach festem Ablauf ohne Rueckkopplung.,Misst nur Temperatur.,Ersetzt Sicherheit.,Nur manuell immer.,Nur fuer Buero.,0,Steuerungen folgen definierten Schaltprogrammen.,2
q-17-03-2,m17-regelkreis,Unterschied Steuerung und Regelung?,Kein Unterschied.,Steuerung hat Rueckkopplung immer.,Regelung ohne Messung.,Beides nur manuell.,Regelung vergleicht Soll-Ist und korrigiert.,4,Regelkreise stabilisieren Prozessgroessen.,2
q-17-04-1,m17-signale-in-der-anlage,Was ist ein Regelkreis?,Nur Schalter.,Nur Zeichnung.,Nur Transport.,Nur Lager.,"Sollwert, Istwert, Regler, Stellglied, Rueckkopplung.",4,Regelkreis haelt Groesse im Toleranzband.,2
q-17-04-2,m17-signale-in-der-anlage,Beispiel Regelgroesse an Maschine?,Geruch.,Preis.,Urlaub.,"Temperatur, Drehzahl, Druck.",Farbe.,3,Typische Groessen werden automatisch geregelt.,2
q-17-05-1,m17-not-halt,Welche Signale in Anlagen?,Nur Licht ohne Funktion.,Keine Signale.,Nur akustisch.,"Digital und analog, elektrisch oder pneumatisch.",Nur mechanisch ohne Bedeutung.,3,"Signale verbinden Sensorik, Steuerung und Aktoren.",2
q-17-05-2,m17-not-halt,Digitales Signal bedeutet?,Nur Druck in bar.,Nur Temperatur.,Nur zwei Zustaende z. B. ein/aus.,Stetiger Wertebereich.,Nur analog.,2,Digitale Eingaenge melden Schaltzustaende.,2
q-17-06-1,m17-bedienfehler-vermeiden,Was bewirkt Not-Halt?,Nur Lampe an.,Nur Pause.,Anlage in sicheren Zustand versetzen.,Produktion beschleunigen.,Schutz ueberbruecken.,2,Not-Halt dient Personenschutz.,2
q-17-06-2,m17-bedienfehler-vermeiden,Darf Not-Halt dauerhaft ueberbrueckt werden?,"Ja, in Pruefung.","Nein, nur fuer Reparatur nach Freigabe und Sicherung.","Ja, immer.","Ja, wenn schneller produziert wird.","Ja, ohne Regel.",1,Ueberbrueckung gefaehrdet Personen.,2
q-17-07-1,m17-bk-steuerungstechnik,Typischer Bedienfehler?,Zu langsame Maschine.,"Falsche Taste, fehlende Freigabe, unzureichende Einweisung.",Zu saubere Anlage.,Zu gute Dokumentation.,Zu viel SHU.,1,Einweisung und klare Bedienung reduzieren Fehler.,2
q-17-07-2,m17-bk-steuerungstechnik,Wie Bedienfehler vermeiden?,"Einweisung, Checklisten, Bestaetigungsdialoge.",Ohne Training.,Gerate ignorieren.,Not-Halt entfernen.,Schilder entfernen.,0,Menschliche Fehler durch Organisation reduzieren.,2
q-17-08-1,m17-sicherheitsvorschriften-steuerung,BK Steuerungstechnik vermittelt?,"Grundlagen SPS, Signale, Sicherheit.",Nur Sport.,Nur Sprache.,Keine Anlagen.,Nur Theorie ohne Bezug.,0,Steuerungstechnik ist Berufsschulthema.,2
q-17-08-2,m17-sicherheitsvorschriften-steuerung,Warum Steuerung fuer MAF?,Nur IT-Admin.,Nur Meister.,Nicht relevant.,Nur Elektriker.,"Anlagen bedienen, Stoerungen erkennen, sicher handeln.",4,MAF bedienen steuerungstechnische Anlagen.,2
q-17-09-1,m17-inbetriebnahme,Sicherheitsvorschrift bei Steuerung?,Unter Spannung arbeiten.,Schutzeinrichtungen entfernen.,Not-Halt ueberbruecken.,Ohne Freigabe.,Spannungsfrei schalten vor Arbeiten an elektrischen Teilen.,4,Elektrische Arbeiten erfordern Freischaltung.,2
q-17-09-2,m17-inbetriebnahme,Wer darf elektrische Anlage oeffnen?,Ohne Einweisung.,Waehrend Vollbetrieb beliebig.,Nur Reinigungspersonal ohne Regel.,Nur befugte Personen nach Freigabe.,Jeder Azubi allein.,3,Befaehigung und Freigabe schuetzen vor Stromschlag.,2
q-17-10-1,m17-pruefungsaufgaben-steuerung,Pruefungsfrage Steuerung?,Not-Halt ignorieren.,Signale egal.,"Sensor, Aktor, Steuerung/Regelung zuordnen.",Alles gleich.,Nur Farbe.,2,Grundlagenfragen zu Signalweg sind typisch.,2
